Drug_Name,Reason,Description
Aleez SR 0.5mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alep 0.5mg Tablet 10'SAlep 0.25mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alltop P Tablet 10'SAlltop 0.25mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Almax 0.5mg Tablet 10'SAlmax 0.25mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Almazine 2mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Almizolam Injection 5mlAlmizolam Injection 1mlAlmizolam Injection 10ml,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alora 0.25mg Tablet 10'SAlora 1mg Tablet 10'SAlora 0.5mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
ALP 0.5mg Tablet 10'SALP FT Tablet 10'SALP 0.25mg Tablet 10'SALP Ftd Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alpam 0.50mg Tablet 10'SAlpam 0.25mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alpaz SR 1mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alpkair 0.25mg Tablet 10'SAlpkair 0.5mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alpose 0.25mg Tablet 10'SAlpose 0.5mg Tablet 10'SAlpose 1mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alpra 0.25mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alpradol MD 0.5mg Tablet 10'SAlpradol MD 0.25mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alpraquil 0.5mg Tablet 10'SAlpraquil 1mg Tablet 10'SAlpraquil 0.25mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alprasafe 0.5mg Tablet 10'SAlprasafe 0.25mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alprawin 0.5mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alprax 0.25mg Tablet 15'SAlprax SR 1mg Tablet 10'SAlprax MT 0.125mg Tablet 15'SAlprax SR 1.5mg Tablet 10'SAlprax Plus Tablet 10'SAlprax MT 0.5mg Tablet 15'SAlprax 0.5mg Tablet 15'SAlprax Z 0.25mg Tablet 10'SAlprax Z 0.5mg Tablet 10'SAlprax MT 0.25mg Tablet 15'SAlprax 1mg Tablet 15'SAlprax Forte Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alprax SR 0.5mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alprazan 0.5mg Tablet 10'SAlprazan 1mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alprazol 0.25mg Tablet 10'SAlprazol 0.5mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alprazone 0.25mg Tablet 20'SAlprazone 0.5mg Tablet 20'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alprine H Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alprocontin 1mg Tablet 10'SAlprocontin 0.5mg Tablet 10'SAlprocontin 1.5mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alproenar 0.5mg Tablet 10'SAlproenar 0.25mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alprop Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alprose 0.25mg Tablet 10'SAlprose 0.5mg Tablet 10'S,Anxiety,"control anxiety and psychosomatic symptoms such as headache, fatigue, tachycardia, sweating"
Alproz 0.5mg Tablet 10'SAlproz 0.25mg Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Alrif 0.25mg Tablet 10'SAlrif S Tablet 10'SAlrif 0.5mg Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Alsert Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Altin Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Alzep 0.25mg Tablet 10'SAlzep 0.5mg Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Alzepam 10mg Tablet 10'SAlzepam 5mg Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Alzex SR 0.5mg Tablet 10'SAlzex Plus Tablet 10'SAlzex 0.25mg Tablet 10'SAlzex Forte Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Alzo 0.25mg Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Alzokam 1mg Tablet 10'SAlzokam 0.5mg Tablet 10'SAlzokam 0.25mg Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Alzokam SR 1mg Tablet 10'SAlzokam SR 0.5mg Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Alzolam SR 1.5mg Tablet 10'SAlzolam 0.25mg Tablet 10'SAlzolam 0.75mg Tablet 10'SAlzolam 1mg Tablet 10'SAlzolam SR 0.5mg Tablet 10'SAlzolam Plus Tablet 10'SAlzolam 0.125mg Tablet 10'SAlzolam SR 1mg Tablet 10'SAlzolam Forte Tablet 10'SAlzolam 0.5mg Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Alzolite 0.25mg Tablet 10'SAlzolite 0.50mg Tablet 10'SAlzolite 1mg Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Alzomax 0.25mg Tablet 10'SAlzomax 0.5mg Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Alzonex 0.25mg Tablet 10'SAlzonex 0.5mg Tablet 10'SAlzonex Plus Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Alzopax XR 0.5mg Tablet 10'SAlzopax 0.5mg Tablet 10'SAlzopax XR 1.5mg Tablet 10'SAlzopax 0.25mg Tablet 10'SAlzopax 1mg Tablet 10'SAlzopax XR 1mg Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Alzot SR 1mg Tablet 10'SAlzot SR 0.5mg Tablet 10'SAlzot SR 1.5mg Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Alzy 0.25mg Tablet 10'SAlzy 0.5mg Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Ambulax M Tablet 10'SAmbulax HD Tablet 10'SAmbulax Tablet 15'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Ambulax M Tablet 15's,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Amichlor Tablet 10'SAmichlor DS Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Amicon Forte Tablet 10'SAmicon Plus Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Amitone Plus Tablet 10'SAmitone Forte Tablet 10'S,Anxiety,"prevents anxiety , improve intestinal passage in patients with irritable colon syndrome"
Amixide 10mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anax 0.25mg Tablet 10'SAnax 0.5mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anilam 0.5mg Tablet 10'SAnilam 0.25mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anquil 0.25mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anxibrium 25mg Tablet 10'SAnxibrium 10mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anxicalm 0.25mg Tablet 10'SAnxicalm 0.5mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anxigon 0.25mg Tablet 10'SAnxigon 0.5mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anxinil 0.25mg Tablet 10'SAnxinil 0.5mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anxipam 0.5mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anxipar 0.5mg Tablet 10'SAnxipar 0.25mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anxiset Plus Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anxit Plus Tablet 10'SAnxit SR 0.5mg Tablet 10'SAnxit 0.5mg Tablet 7'SAnxit 0.5mg Tablet 10'SAnxit 0.5mg Tablet 15'SAnxit 1.5mg Tablet 10'SAnxit 1mg Tablet 10'SAnxit Forte Tablet 10'SAnxit 0.25mg Tablet 10'SAnxit 0.25mg Tablet 15'SAnxit SR 1mg Tablet 10'SAnxit 0.125mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anxizide 10mg Tablet 10'SAnxizide 20mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anxol 5mg Tablet 10'SAnxol 2mg Tablet 10'SAnxol 10mg Tablet 10'SAnxol 5mg Injection 10ml,Anxiety,Â reduction of preoperative anxiety
Anxolep 1mg Tablet 10'SAnxolep 0.5mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anxorax 25mg Tablet 10'SAnxorax 10mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anxorel 0.5mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anxozap 15mg Tablet 10'SAnxozap 30mg Tablet 10'SAnxozap 10mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anxyl 0.25mg Tablet 10'SAnxyl 0.5mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anzi P Tablet 10'SAnzi 0.25mg Tablet 10'SAnzi 0.5mg Tablet 10'SAnzi SR 0.5mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anzilum 0.5mg Tablet 15'SAnzilum 0.5mg Tablet 10'SAnzilum 0.25mg Tablet 10'SAnzilum 1mg Tablet 10'SAnzilum 0.25mg Tablet 15'SAnzilum SR 1mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Anzilum SR 0.5mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Aplaz 0.5mg Tablet 10'SAplaz 2mg Tablet 10'SAplaz D 0.5mg Tablet 10'SAplaz 1mg Tablet 10'SAplaz D 0.25mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Apraz 15mg Tablet 10,Anxiety,Â reduction of preoperative anxiety
Asiclopam Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Atam 0.5mg Tablet 10'S,Anxiety,Â reduction of preoperative anxiety
Atarax 10mg Tablet 15'SAtarax Drops 15mlAtarax 25mg Tablet 15'SAtarax Injection 6X2mlAtarax Syrup 100ml,Anxiety,Â reduction of preoperative anxiety
